sample_name,size,time
test-data/data/debian/jessie/zsh/usr_lib_i386-linux-gnu_zsh_5.0.7_zsh_curses.so.sample,0028196,0.2250
test-data/data/debian/jessie/zsh/usr_lib_i386-linux-gnu_zsh_5.0.7_zsh_clone.so.sample,0004992,0.0249
test-data/data/debian/jessie/zsh/usr_lib_i386-linux-gnu_zsh_5.0.7_zsh_files.so.sample,0017224,0.0975
test-data/data/debian/jessie/zsh/usr_lib_i386-linux-gnu_zsh_5.0.7_zsh_zselect.so.sample,0008276,0.0827
test-data/data/debian/jessie/zsh/usr_lib_i386-linux-gnu_zsh_5.0.7_zsh_example.so.sample,0006696,0.0658
test-data/data/debian/jessie/zsh/usr_lib_i386-linux-gnu_zsh_5.0.7_zsh_newuser.so.sample,0003416,0.0260
test-data/data/debian/jessie/zsh/usr_lib_i386-linux-gnu_zsh_5.0.7_zsh_stat.so.sample,0011608,0.1464
test-data/data/debian/jessie/zsh/usr_lib_i386-linux-gnu_zsh_5.0.7_zsh_mathfunc.so.sample,0011960,0.1387
test-data/data/debian/jessie/zsh/bin_zsh5.sample,0796612,11.6798
test-data/data/debian/jessie/zsh/usr_lib_i386-linux-gnu_zsh_5.0.7_zsh_attr.so.sample,0006884,0.0399
test-data/data/debian/jessie/zsh/usr_lib_i386-linux-gnu_zsh_5.0.7_zsh_deltochar.so.sample,0004320,0.0216
test-data/data/debian/jessie/zsh/usr_lib_i386-linux-gnu_zsh_5.0.7_zsh_terminfo.so.sample,0006392,0.0358
test-data/data/debian/jessie/zsh/usr_lib_i386-linux-gnu_zsh_5.0.7_zsh_computil.so.sample,0069248,0.4685
test-data/data/debian/jessie/zsh/usr_lib_i386-linux-gnu_zsh_5.0.7_zsh_zle.so.sample,0278924,3.5141
test-data/data/debian/jessie/zsh/usr_lib_i386-linux-gnu_zsh_5.0.7_zsh_complete.so.sample,0147900,1.4632
test-data/data/debian/jessie/zsh/usr_lib_i386-linux-gnu_zsh_5.0.7_zsh_zpty.so.sample,0014388,0.0979
test-data/data/debian/jessie/zsh/usr_lib_i386-linux-gnu_zsh_5.0.7_zsh_regex.so.sample,0006332,0.0397
test-data/data/debian/jessie/zsh/usr_lib_i386-linux-gnu_zsh_5.0.7_zsh_net_tcp.so.sample,0011376,0.0871
test-data/data/debian/jessie/zsh/usr_lib_i386-linux-gnu_zsh_5.0.7_zsh_zutil.so.sample,0027456,0.1707
test-data/data/debian/jessie/zsh/usr_lib_i386-linux-gnu_zsh_5.0.7_zsh_compctl.so.sample,0063372,0.4913
test-data/data/debian/jessie/zsh/usr_lib_i386-linux-gnu_zsh_5.0.7_zsh_zprof.so.sample,0006932,0.0472
test-data/data/debian/jessie/zsh/usr_lib_i386-linux-gnu_zsh_5.0.7_zsh_zleparameter.so.sample,0004820,0.0341
test-data/data/debian/jessie/zsh/usr_lib_i386-linux-gnu_zsh_5.0.7_zsh_langinfo.so.sample,0004980,0.0290
test-data/data/debian/jessie/zsh/usr_lib_i386-linux-gnu_zsh_5.0.7_zsh_termcap.so.sample,0006724,0.0369
test-data/data/debian/jessie/wireshark/usr_bin_wireshark.sample,2621304,129.3791
test-data/data/debian/buster/php7.3-common/usr_lib_php_20180731_fileinfo.so.sample,5430384,52.0915
test-data/data/debian/buster/php7.3-common/usr_lib_php_20180731_sysvshm.so.sample,0008940,0.0522
test-data/data/debian/buster/php7.3-common/usr_lib_php_20180731_pdo.so.sample,0100760,1.6519
test-data/data/debian/buster/php7.3-common/usr_lib_php_20180731_tokenizer.so.sample,0016148,0.1417
test-data/data/debian/buster/php7.3-common/usr_lib_php_20180731_calendar.so.sample,0023228,0.1371
test-data/data/debian/buster/php7.3-common/usr_lib_php_20180731_shmop.so.sample,0007672,0.0431
test-data/data/debian/buster/php7.3-common/usr_lib_php_20180731_exif.so.sample,0064072,0.5274
test-data/data/debian/buster/php7.3-common/usr_lib_php_20180731_sysvsem.so.sample,0006628,0.0373
test-data/data/debian/buster/php7.3-common/usr_lib_php_20180731_sysvmsg.so.sample,0010432,0.0749
test-data/data/debian/buster/php7.3-common/usr_lib_php_20180731_ctype.so.sample,0007332,0.0315
test-data/data/debian/buster/php7.3-common/usr_lib_php_20180731_gettext.so.sample,0009580,0.0547
test-data/data/debian/buster/php7.3-common/usr_lib_php_20180731_phar.so.sample,0295048,6.1232
test-data/data/debian/buster/php7.3-common/usr_lib_php_20180731_ftp.so.sample,0054700,0.3408
test-data/data/debian/buster/php7.3-common/usr_lib_php_20180731_posix.so.sample,0027272,0.1631
test-data/data/debian/buster/php7.3-common/usr_lib_php_20180731_sockets.so.sample,0087568,0.8694
test-data/data/debian/buster/php7.3-common/usr_lib_php_20180731_iconv.so.sample,0037204,0.2825
test-data/data/debian/buster/libpopt0/usr_lib_i386-linux-gnu_libpopt.so.0.0.0.sample,0049512,0.3102
test-data/data/debian/buster/vim/usr_bin_vim.basic.sample,3035352,34.8783
test-data/data/debian/buster/libxcb1/usr_lib_i386-linux-gnu_libxcb.so.1.1.0.sample,0172228,9.6887
test-data/data/debian/buster/okular/usr_lib_i386-linux-gnu_qt5_plugins_okular_generators_okularGenerator_fb.so.sample,0101868,1.6350
test-data/data/debian/buster/okular/usr_lib_i386-linux-gnu_qt5_plugins_okularpart.so.sample,1803664,25.5851
test-data/data/debian/buster/okular/usr_lib_i386-linux-gnu_qt5_plugins_okular_generators_okularGenerator_comicbook.so.sample,0061172,0.6939
test-data/data/debian/buster/okular/usr_lib_i386-linux-gnu_qt5_plugins_okular_generators_okularGenerator_mobi.so.sample,0095952,1.9016
test-data/data/debian/buster/okular/usr_lib_i386-linux-gnu_qt5_plugins_okular_generators_okularGenerator_ooo.so.sample,0308108,3.6805
test-data/data/debian/buster/okular/usr_bin_okular.sample,0139660,1.2998
test-data/data/debian/buster/okular/usr_lib_i386-linux-gnu_qt5_plugins_okular_generators_okularGenerator_dvi.so.sample,0490572,7.1070
test-data/data/debian/buster/okular/usr_lib_i386-linux-gnu_qt5_plugins_okular_generators_okularGenerator_ghostview.so.sample,0058640,0.6812
test-data/data/debian/buster/okular/usr_lib_i386-linux-gnu_qt5_plugins_okular_generators_okularGenerator_kimgio.so.sample,0028576,0.3044
test-data/data/debian/buster/okular/usr_lib_i386-linux-gnu_qt5_plugins_okular_generators_okularGenerator_txt.so.sample,0027004,0.6249
test-data/data/debian/buster/okular/usr_lib_i386-linux-gnu_qt5_plugins_okular_generators_okularGenerator_plucker.so.sample,0146224,1.4542
test-data/data/debian/buster/okular/usr_lib_i386-linux-gnu_qt5_plugins_okular_generators_okularGenerator_fax.so.sample,0087580,0.5836
test-data/data/debian/buster/okular/usr_lib_i386-linux-gnu_qt5_plugins_okular_generators_okularGenerator_poppler.so.sample,0179120,4.2122
test-data/data/debian/buster/okular/usr_lib_i386-linux-gnu_qt5_plugins_okular_generators_okularGenerator_xps.so.sample,0162156,1.5551
test-data/data/debian/buster/gcc-8/usr_lib_gcc_i686-linux-gnu_8_collect2.sample,0642208,5.7122
test-data/data/debian/buster/gcc-8/usr_bin_i686-linux-gnu-gcc-8.sample,1097400,157.7907
test-data/data/debian/buster/gcc-8/usr_bin_i686-linux-gnu-gcov-tool-8.sample,0607120,5.3113
test-data/data/debian/buster/gcc-8/usr_lib_gcc_i686-linux-gnu_8_lto-wrapper.sample,0989796,146.0687
test-data/data/debian/buster/gcc-8/usr_bin_i686-linux-gnu-gcc-ranlib-8.sample,0028692,0.1870
test-data/data/debian/buster/gcc-8/usr_bin_i686-linux-gnu-gcc-nm-8.sample,0028692,0.1868
test-data/data/debian/buster/gcc-8/usr_lib_gcc_i686-linux-gnu_8_liblto_plugin.so.0.0.0.sample,0080464,0.6115
test-data/data/debian/buster/gcc-8/usr_bin_i686-linux-gnu-gcov-8.sample,0749806,6.8651
test-data/data/debian/buster/gcc-8/usr_bin_i686-linux-gnu-gcov-dump-8.sample,0561876,5.0407
test-data/data/debian/buster/gcc-8/usr_bin_i686-linux-gnu-gcc-ar-8.sample,0028740,0.1735
