sample_name,nodes,edges,time
test-data/data/byteweight/pe-x86/msvs_whatever_32_Ox_putty.sample,0685054,014912076,21.5252
test-data/data/debian/buster/okular/usr_lib_i386-linux-gnu_qt5_plugins_okular_generators_okularGenerator_dvi.so.sample,0490572,008587506,10.6738
test-data/data/debian/jessie/zsh/usr_lib_i386-linux-gnu_zsh_5.0.7_zsh_parameter.so.sample,0037100,000368238,0.2841
test-data/data/debian/jessie/zsh/usr_lib_i386-linux-gnu_zsh_5.0.7_zsh_datetime.so.sample,0006500,000067684,0.0296
test-data/data/debian/jessie/zsh/usr_lib_i386-linux-gnu_zsh_5.0.7_zsh_net_socket.so.sample,0006248,000061578,0.0250
test-data/data/debian/jessie/zsh/usr_lib_i386-linux-gnu_zsh_5.0.7_zsh_sched.so.sample,0007500,000070630,0.0753
test-data/data/debian/jessie/zsh/usr_lib_i386-linux-gnu_zsh_5.0.7_zsh_cap.so.sample,0005100,000052312,0.0526
test-data/data/debian/buster/pulseaudio/usr_lib_pulse-12.2_modules_module-rygel-media-server.so.sample,0048300,002435898,3.3107
test-data/data/debian/buster/pulseaudio/usr_lib_pulse-12.2_modules_module-volume-restore.so.sample,0004740,000064494,0.0287
test-data/data/debian/jessie/zsh/usr_lib_i386-linux-gnu_zsh_5.0.7_zsh_zftp.so.sample,0042960,000450792,0.5413
test-data/data/debian/buster/pulseaudio/usr_lib_pulse-12.2_modules_module-x11-bell.so.sample,0007312,000099292,0.0460
test-data/data/debian/jessie/zsh/usr_lib_i386-linux-gnu_zsh_5.0.7_zsh_curses.so.sample,0028196,000324594,0.2602
test-data/data/debian/jessie/zsh/usr_lib_i386-linux-gnu_zsh_5.0.7_zsh_clone.so.sample,0004992,000045302,0.0215
test-data/data/debian/buster/okular/usr_lib_i386-linux-gnu_qt5_plugins_okular_generators_okularGenerator_ghostview.so.sample,0058640,001151466,1.1675
test-data/data/debian/buster/pulseaudio/usr_lib_pulse-12.2_modules_libwebrtc-util.so.sample,0022809,000439816,0.3388
test-data/data/debian/jessie/zsh/usr_lib_i386-linux-gnu_zsh_5.0.7_zsh_files.so.sample,0017224,000160072,0.0883
test-data/data/debian/jessie/zsh/usr_lib_i386-linux-gnu_zsh_5.0.7_zsh_zselect.so.sample,0008276,000081004,0.0401
test-data/data/debian/buster/okular/usr_lib_i386-linux-gnu_qt5_plugins_okular_generators_okularGenerator_kimgio.so.sample,0028576,000559798,0.5377
test-data/data/byteweight/pe-x86/msvs_whatever_32_Od_pbc.sample,0011058,000650856,1.0946
test-data/data/byteweight/pe-x86/msvs_whatever_32_Od_Client7z.sample,0083936,000908376,0.8372
test-data/data/debian/buster/okular/usr_lib_i386-linux-gnu_qt5_plugins_okular_generators_okularGenerator_txt.so.sample,0027004,001045424,1.4714
test-data/data/byteweight/pe-x86/msvs_whatever_32_Ox_smtpsend.sample,0008282,000102048,0.0813
test-data/data/debian/buster/gzip/bin_gzip.sample,0421308,003184946,2.0858
test-data/data/byteweight/pe-x86/msvs_whatever_32_O1_pbc.sample,0009634,000595530,0.7413
test-data/data/debian/buster/okular/usr_lib_i386-linux-gnu_qt5_plugins_okular_generators_okularGenerator_plucker.so.sample,0146224,001968564,2.5578
test-data/data/debian/buster/coreutils/usr_bin_sha384sum.sample,0098328,033350044,71.4689
test-data/data/debian/buster/okular/usr_lib_i386-linux-gnu_qt5_plugins_okular_generators_okularGenerator_fax.so.sample,0087580,001010568,1.1006
test-data/data/debian/buster/coreutils/usr_bin_nice.sample,0031552,000361958,0.3599
test-data/data/debian/buster/coreutils/usr_bin_sum.sample,0042372,000430010,0.3124
test-data/data/debian/buster/coreutils/usr_bin_timeout.sample,0037300,000459226,0.3228
test-data/data/debian/buster/coreutils/bin_chown.sample,0067732,000776636,0.6333
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O3_sha384sum.sample,0101296,050917916,112.0314
test-data/data/byteweight/elf-x86/gcc_binutils_32_O2_sysinfo.sample,0017620,000249508,0.2122
test-data/data/debian/buster/coreutils/usr_bin_od.sample,0071440,001018200,1.0471
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O1_mkdir.sample,0050548,000606746,0.5145
test-data/data/byteweight/pe-x86/msvs_whatever_32_Od_gvim.sample,4870959,060102522,88.2677
test-data/data/byteweight/elf-x86/gcc_binutils_32_O3_gprof.sample,1078356,013683594,17.6178
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O0_tac.sample,0126552,001590966,1.3729
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O1_dirname.sample,0026928,000330940,0.3187
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O0_tty.sample,0029280,000426366,0.3714
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O2_chcon.sample,0063256,000777778,0.7408
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O2_unlink.sample,0028176,000319966,0.3186
test-data/data/byteweight/pe-x86/msvs_whatever_32_O2_psftp.sample,0498552,010114418,13.3414
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O0_md5sum.sample,0043568,000959122,0.9549
test-data/data/debian/buster/plasma-desktop/usr_lib_i386-linux-gnu_qt5_plugins_kcm_fontinst.so.sample,0592500,008585634,10.1158
test-data/data/debian/buster/okular/usr_lib_i386-linux-gnu_qt5_plugins_okular_generators_okularGenerator_poppler.so.sample,0179120,005039318,6.5954
test-data/data/byteweight/pe-x86/msvs_whatever_32_O1_puttygen.sample,0301502,003829942,3.7671
test-data/data/debian/buster/plasma-desktop/usr_lib_i386-linux-gnu_qt5_plugins_kcms_kcm_desktoptheme.so.sample,0063040,000845192,0.7782
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O0_mv.sample,0117980,002168794,2.3620
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O0_split.sample,0069772,001064682,1.0417
test-data/data/byteweight/elf-x86/gcc_findutils_32_O0_locate.sample,0056164,000752742,0.6743
test-data/data/byteweight/pe-x86/msvs_whatever_32_O1_pscp.sample,0448272,008690002,11.1664
test-data/data/debian/buster/plasma-desktop/usr_lib_i386-linux-gnu_qt5_plugins_attica_kde.so.sample,0058412,000910816,1.0198
test-data/data/debian/buster/plasma-desktop/usr_bin_kcm-touchpad-list-devices.sample,0004884,000050452,0.0297
test-data/data/byteweight/pe-x86/msvs_whatever_32_O2_hidapi.sample,0010460,000118718,0.0778
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O3_sha512sum.sample,0101296,050917890,108.6855
test-data/data/debian/buster/php7.3-common/usr_lib_php_20180731_tokenizer.so.sample,0016148,000241836,0.2904
test-data/data/byteweight/pe-x86/msvs_whatever_32_Ox_readmsg.sample,0013770,000197340,0.1208
test-data/data/debian/buster/php7.3-common/usr_lib_php_20180731_calendar.so.sample,0023228,000226296,0.2432
test-data/data/debian/buster/php7.3-common/usr_lib_php_20180731_shmop.so.sample,0007672,000075724,0.1089
test-data/data/byteweight/elf-x86/gcc_binutils_32_O3_strip-new.sample,1212184,014742980,18.3003
test-data/data/debian/buster/okular/usr_lib_i386-linux-gnu_qt5_plugins_okular_generators_okularGenerator_xps.so.sample,0162156,002120726,2.4070
test-data/data/byteweight/pe-x86/msvs_whatever_32_O2_Client7z.sample,0074351,000724520,0.9467
test-data/data/byteweight/pe-x86/msvs_whatever_32_O2_smtpsend.sample,0008282,000102786,0.0793
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O3_numfmt.sample,0078676,001250400,1.3806
test-data/data/debian/buster/php7.3-common/usr_lib_php_20180731_exif.so.sample,0064072,000953054,1.2852
test-data/data/debian/buster/php7.3-common/usr_lib_php_20180731_sysvsem.so.sample,0006628,000063990,0.0353
test-data/data/debian/buster/php7.3-common/usr_lib_php_20180731_sysvmsg.so.sample,0010432,000113666,0.0561
test-data/data/debian/buster/php7.3-common/usr_lib_php_20180731_ctype.so.sample,0007332,000061396,0.0449
test-data/data/debian/buster/php7.3-common/usr_lib_php_20180731_gettext.so.sample,0009580,000091994,0.0470
test-data/data/byteweight/elf-x86/gcc_binutils_32_O2_elfedit.sample,0023952,000287154,0.3776
test-data/data/debian/buster/plasma-desktop/usr_lib_i386-linux-gnu_qt5_plugins_kcm_access.so.sample,0093848,001856608,2.4150
test-data/data/byteweight/pe-x86/msvs_whatever_32_Od_pageant.sample,0292642,003988356,4.3654
test-data/data/debian/buster/plasma-desktop/usr_lib_i386-linux-gnu_kconf_update_bin_krdb_clearlibrarypath.sample,0009876,000135312,0.1169
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O3_csplit.sample,0145044,001741454,2.2833
test-data/data/byteweight/pe-x86/msvs_whatever_32_O2_7z.sample,0049818,000519364,0.4442
test-data/data/debian/buster/plasma-desktop/usr_lib_i386-linux-gnu_qt5_plugins_kcms_kcm_workspace.so.sample,0035856,000544096,0.5365
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O0_nohup.sample,0033036,000522780,0.7839
test-data/data/debian/buster/coreutils/usr_bin_b2sum.sample,0072932,006613352,9.0318
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O3_mktemp.sample,0048756,000634962,0.6054
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O2_stty.sample,0063984,001640172,2.0299
test-data/data/byteweight/elf-x86/gcc_binutils_32_O1_ld-new.sample,1650632,039475914,55.7439
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O2_md5sum.sample,0040400,000601580,0.6757
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O2_join.sample,0043536,000584620,0.5625
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O2_pwd.sample,0033396,000411084,0.3603
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O0_sha384sum.sample,0128400,015784570,36.1096
test-data/data/debian/buster/php7.3-common/usr_lib_php_20180731_sysvshm.so.sample,0008940,000089974,0.0565
test-data/data/debian/buster/plasma-desktop/usr_lib_i386-linux-gnu_qt5_qml_org_kde_plasma_private_taskmanager_libtaskmanagerplugin.so.sample,0119616,001422486,1.4137
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O3_sha1sum.sample,0051312,000903160,0.8351
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O2_pathchk.sample,0029872,000380040,0.2820
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O3_stat.sample,0084660,001083418,0.9353
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O3_ls.sample,0141168,002250660,2.1428
test-data/data/debian/buster/coreutils/bin_vdir.sample,0147564,002994326,3.6149
test-data/data/debian/buster/php7.3-common/usr_lib_php_20180731_pdo.so.sample,0100760,002507136,2.9122
test-data/data/debian/buster/plasma-desktop/usr_lib_i386-linux-gnu_qt5_plugins_kcms_kcm_translations.so.sample,0068200,000976574,0.8297
test-data/data/debian/buster/plasma-desktop/usr_lib_i386-linux-gnu_qt5_plugins_fontthumbnail.so.sample,0012476,000185218,0.1141
test-data/data/debian/buster/plasma-desktop/usr_lib_i386-linux-gnu_qt5_plugins_krunner_kwin.so.sample,0015832,000252972,0.2136
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O2_cp.sample,0116948,002152276,2.0984
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O2_head.sample,0042448,000528300,0.4276
test-data/data/debian/buster/plasma-desktop/usr_lib_i386-linux-gnu_qt5_qml_org_kde_activities_settings_libkactivitiessettingsplugin.so.sample,0070044,001079730,1.0556
test-data/data/debian/buster/gcc-8/usr_lib_gcc_i686-linux-gnu_8_collect2.sample,0642208,007131212,8.5786
test-data/data/debian/buster/plasma-desktop/usr_lib_i386-linux-gnu_qt5_plugins_kf5_kded_device_automounter.so.sample,0037360,000548556,0.4029
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O3_date.sample,0073552,001038178,0.9046
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O2_tty.sample,0028080,000322330,0.1505
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O1_pr.sample,0058652,000893184,0.7588
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O0_base64.sample,0037892,000499968,0.4158
test-data/data/debian/buster/plasma-desktop/usr_lib_i386-linux-gnu_qt5_plugins_kcm_phonon.so.sample,0162728,002261072,2.1217
test-data/data/byteweight/pe-x86/msvs_whatever_32_Od_pscp.sample,0584580,010898912,13.1595
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O1_shred.sample,0052304,000925526,0.8032
test-data/data/byteweight/elf-x86/gcc_binutils_32_O1_elfedit.sample,0023760,000276374,0.1277
test-data/data/byteweight/pe-x86/msvs_whatever_32_Od_puttygen.sample,0372902,005264766,5.1936
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O2_tac.sample,0104024,001123368,0.8166
test-data/data/debian/buster/plasma-desktop/usr_lib_i386-linux-gnu_qt5_plugins_kded_touchpad.so.sample,0483540,008090174,8.4811
test-data/data/debian/buster/plasma-desktop/usr_lib_i386-linux-gnu_qt5_qml_org_kde_plasma_private_pager_libpagerplugin.so.sample,0064504,001299656,1.4295
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O0_chown.sample,0065960,000933830,0.7311
test-data/data/byteweight/pe-x86/msvs_whatever_32_O2_puttytel.sample,0473200,009081752,12.3826
test-data/data/debian/buster/plasma-desktop/usr_lib_i386-linux-gnu_qt5_plugins_kcm_baloofile.so.sample,0062428,001012796,0.8801
test-data/data/debian/buster/plasma-desktop/usr_lib_kauth_libexec_fontinst_helper.sample,0117900,001446460,1.1923
test-data/data/debian/buster/plasma-desktop/usr_lib_i386-linux-gnu_qt5_plugins_plasma_dataengine_plasma_engine_touchpad.so.sample,0038048,000474120,0.3065
test-data/data/debian/buster/plasma-desktop/usr_lib_i386-linux-gnu_qt5_plugins_kcm_clock.so.sample,0118500,001638834,1.6161
test-data/data/byteweight/pe-x86/msvs_whatever_32_O2_puttygen.sample,0320384,004391744,4.2471
test-data/data/byteweight/pe-x86/msvs_whatever_32_O2_putty.sample,0685054,014912464,19.4662
test-data/data/byteweight/elf-x86/gcc_binutils_32_O0_strings.sample,1050932,014380022,15.0824
test-data/data/debian/buster/plasma-desktop/usr_lib_i386-linux-gnu_qt5_plugins_kcms_kcm_lookandfeel.so.sample,0211916,002538118,3.0194
test-data/data/byteweight/elf-x86/gcc_binutils_32_O1_strip-new.sample,1049268,013708876,15.1751
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O2_false.sample,0021988,000267588,0.1784
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O2_uniq.sample,0039760,000538334,0.3933
test-data/data/debian/buster/plasma-desktop/usr_lib_i386-linux-gnu_qt5_plugins_kcm_style.so.sample,0186792,003300392,4.5067
test-data/data/debian/buster/plasma-desktop/usr_lib_i386-linux-gnu_libexec_plasma-changeicons.sample,0005740,000061994,0.0356
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O1_link.sample,0026544,000317842,0.1723
test-data/data/debian/buster/plasma-desktop/usr_lib_i386-linux-gnu_qt5_plugins_kcm_plasmasearch.so.sample,0020900,000373640,0.3013
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O3_mkdir.sample,0059284,000665350,0.5392
test-data/data/byteweight/elf-x86/gcc_findutils_32_O2_frcode.sample,0015168,000177342,0.0898
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O2_sha1sum.sample,0043120,000764640,0.5810
test-data/data/debian/buster/plasma-desktop/usr_lib_i386-linux-gnu_qt5_plugins_kcm_joystick.so.sample,0079796,001434240,1.3167
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O3_readlink.sample,0051056,000613770,0.4605
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O2_comm.sample,0034896,000439262,0.3390
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O2_od.sample,0065696,001020892,0.9428
test-data/data/debian/buster/plasma-desktop/usr_lib_i386-linux-gnu_qt5_plugins_kio_fonts.so.sample,0118360,001398374,1.3127
test-data/data/debian/buster/plasma-desktop/usr_lib_i386-linux-gnu_qt5_plugins_kcm_kded.so.sample,0070532,001112966,0.9313
test-data/data/debian/buster/plasma-desktop/usr_lib_i386-linux-gnu_libexec_kimpanel-scim-panel.sample,0130836,002143308,2.0347
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O0_sort.sample,0115128,002069506,1.6499
test-data/data/debian/buster/plasma-desktop/usr_lib_i386-linux-gnu_qt5_qml_org_kde_plasma_activityswitcher_libactivityswitcherextensionplugin.so.sample,0096144,001390206,1.2111
test-data/data/debian/buster/plasma-desktop/usr_lib_i386-linux-gnu_qt5_plugins_libkcm_qtquicksettings.so.sample,0032452,000620008,0.5363
test-data/data/byteweight/elf-x86/gcc_binutils_32_O2_addr2line.sample,0899892,010046120,10.4245
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O3_stty.sample,0074980,001813960,1.8089
test-data/data/byteweight/pe-x86/msvs_whatever_32_Od_plink.sample,0554548,009895012,10.9413
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O1_chown.sample,0057392,000764646,0.7375
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O3_touch.sample,0070732,000880990,0.8471
test-data/data/debian/buster/plasma-desktop/usr_bin_knetattach.sample,0062932,001196720,1.2212
test-data/data/byteweight/pe-x86/msvs_whatever_32_Ox_pbc.sample,0010946,000653846,0.6127
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O0_getlimits.sample,0045852,000601950,0.4947
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O0_readlink.sample,0045344,000623564,0.5256
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O0_pathchk.sample,0031632,000470286,0.4019
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O0_fold.sample,0033128,000459804,0.4002
test-data/data/byteweight/elf-x86/gcc_findutils_32_O3_locate.sample,0068644,000948064,0.8717
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O3_cut.sample,0052432,000674358,0.6172
test-data/data/debian/buster/plasma-desktop/usr_bin_kfontinst.sample,0117312,001611866,1.5814
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O0_stat.sample,0086428,001406348,1.1181
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O0_touch.sample,0065124,000956248,0.7437
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O1_rm.sample,0055668,000759950,0.5628
test-data/data/byteweight/pe-x86/msvs_whatever_32_Ox_puttytel.sample,0473200,009082010,10.8504
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O1_split.sample,0069000,001002962,0.8453
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O1_uniq.sample,0037156,000530476,0.4037
test-data/data/debian/buster/gcc-8/usr_bin_i686-linux-gnu-gcc-ar-8.sample,0028740,000278214,0.1700
test-data/data/byteweight/elf-x86/gcc_binutils_32_O3_cxxfilt.sample,1025864,011583728,11.5890
test-data/data/byteweight/elf-x86/gcc_findutils_32_O3_frcode.sample,0015648,000182494,0.0808
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O0_nl.sample,0122888,001630180,1.3022
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O3_yes.sample,0036432,000456132,0.4014
test-data/data/debian/buster/plasma-desktop/usr_lib_i386-linux-gnu_qt5_plugins_kcm_keyboard.so.sample,0812498,011674498,12.3687
test-data/data/debian/buster/plasma-desktop/usr_lib_i386-linux-gnu_qt5_qml_org_kde_plasma_private_kicker_libkickerplugin.so.sample,0589608,007136034,7.5384
test-data/data/debian/buster/plasma-desktop/usr_lib_i386-linux-gnu_qt5_plugins_kcm_smserver.so.sample,0036576,000707458,0.9059
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O2_numfmt.sample,0065296,001022194,1.1011
test-data/data/debian/buster/plasma-desktop/usr_lib_i386-linux-gnu_qt5_plugins_kcms_kcm_nightcolor.so.sample,0022244,000408208,0.5556
test-data/data/debian/buster/plasma-desktop/usr_lib_i386-linux-gnu_qt5_plugins_kcm_standard_actions.so.sample,0029092,000515946,0.3803
test-data/data/debian/buster/plasma-desktop/usr_bin_kapplymousetheme.sample,0129924,001587990,1.4812
test-data/data/debian/buster/plasma-desktop/usr_lib_i386-linux-gnu_qt5_plugins_kcmspellchecking.so.sample,0013192,000286000,0.1446
test-data/data/byteweight/pe-x86/msvs_whatever_32_O1_puttytel.sample,0440882,009192212,11.6972
test-data/data/byteweight/pe-x86/msvs_whatever_32_Od_smtpsend.sample,0008282,000103768,0.1038
test-data/data/debian/buster/plasma-desktop/usr_lib_i386-linux-gnu_qt5_plugins_kcm_knotify.so.sample,0027448,000637938,0.7831
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O1_chmod.sample,0052116,000660618,0.9460
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O2_make-prime-list.sample,0004872,000045938,0.0698
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O3_uniq.sample,0049760,000649474,0.8639
test-data/data/debian/buster/plasma-desktop/usr_bin_kcolorschemeeditor.sample,0335132,004882460,6.1673
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O2_sync.sample,0027920,000319784,0.2630
test-data/data/debian/buster/plasma-desktop/usr_lib_i386-linux-gnu_qt5_plugins_kcm_emoticons.so.sample,0081956,001493580,2.1075
test-data/data/debian/buster/plasma-desktop/usr_lib_i386-linux-gnu_libexec_kfontprint.sample,0043148,000527618,0.2864
test-data/data/debian/buster/plasma-desktop/usr_lib_kauth_libexec_kcmdatetimehelper.sample,0021260,000286336,0.1704
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O0_stdbuf.sample,0067492,001060874,0.8311
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O2_nohup.sample,0031984,000431708,0.2942
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O1_sha256sum.sample,0047440,001642438,1.8706
test-data/data/debian/buster/plasma-desktop/usr_lib_i386-linux-gnu_qt5_plugins_kcms_kcm_fonts.so.sample,0255084,003522568,3.5774
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O2_dd.sample,0065264,000980432,0.8440
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O2_paste.sample,0031440,000401166,0.3199
test-data/data/debian/buster/plasma-desktop/usr_lib_i386-linux-gnu_qt5_plugins_kcms_kcm_cursortheme.so.sample,0236644,003467536,3.6002
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O0_logname.sample,0029152,000412906,0.3397
test-data/data/byteweight/elf-x86/gcc_binutils_32_O1_sysinfo.sample,0017268,000242478,0.1805
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O3_chroot.sample,0043248,000494860,0.2986
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O2_tee.sample,0030448,000372752,0.2190
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O0_nproc.sample,0031664,000458402,0.3249
test-data/data/debian/buster/plasma-desktop/usr_lib_i386-linux-gnu_qt5_plugins_kcm_autostart.so.sample,0082072,001537826,1.6041
test-data/data/debian/buster/plasma-desktop/usr_lib_kauth_libexec_fontinst.sample,0188972,002457378,2.5668
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O3_seq.sample,0055664,000657698,0.5826
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O1_timeout.sample,0051720,000662268,0.4857
test-data/data/debian/buster/plasma-desktop/usr_lib_i386-linux-gnu_qt5_plugins_kcm_desktoppaths.so.sample,0059300,001172712,1.1479
test-data/data/debian/buster/plasma-desktop/usr_lib_i386-linux-gnu_libkdeinit5_kaccess.so.sample,0079400,001408148,1.5118
test-data/data/debian/buster/plasma-desktop/usr_lib_i386-linux-gnu_qt5_qml_org_kde_plasma_private_trash_libtrashplugin.so.sample,0075076,000893366,0.7445
test-data/data/debian/buster/plasma-desktop/usr_lib_i386-linux-gnu_qt5_plugins_kcm_activities.so.sample,0114824,001637824,1.5315
test-data/data/debian/buster/plasma-desktop/usr_bin_kfontview.sample,0034740,000665574,0.5954
test-data/data/debian/buster/plasma-desktop/usr_bin_kaccess.sample,0002692,000024414,0.0181
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O0_sha224sum.sample,0054124,003112870,3.3247
test-data/data/debian/buster/plasma-desktop/usr_lib_i386-linux-gnu_qt5_qml_org_kde_private_desktopcontainment_desktop_libdesktopplugin.so.sample,0019624,000253876,0.1684
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O2_printf.sample,0044112,000539674,0.4614
test-data/data/byteweight/elf-x86/gcc_binutils_32_O3_as-new.sample,1594664,021314332,25.2852
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O3_test.sample,0033464,000421488,0.3818
test-data/data/debian/buster/plasma-desktop/usr_lib_i386-linux-gnu_qt5_plugins_kcm_keys.so.sample,0162368,002875362,3.2815
test-data/data/debian/buster/plasma-desktop/usr_lib_i386-linux-gnu_qt5_plugins_krunner_plasma-desktop.so.sample,0022420,000323498,0.1731
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O2_ln.sample,0056468,000743376,0.6204
test-data/data/byteweight/elf-x86/gcc_findutils_32_O2_code.sample,0015712,000178342,0.0829
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O0_sync.sample,0028928,000406632,0.2693
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O2_ls.sample,0115984,001881276,1.7885
test-data/data/byteweight/pe-x86/msvs_whatever_32_O1_SfxSetup.sample,0089620,001045508,0.9185
test-data/data/byteweight/elf-x86/gcc_findutils_32_O3_bigram.sample,0011232,000106568,0.0613
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O2_chgrp.sample,0059412,000711262,0.5806
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O0_test.sample,0035396,000440256,0.3218
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O3_pathchk.sample,0038192,000459380,0.3135
test-data/data/byteweight/elf-x86/gcc_findutils_32_O1_bigram.sample,0010336,000099616,0.0558
test-data/data/byteweight/pe-x86/msvs_whatever_32_Ox_gvim.sample,2348880,036261890,49.8634
test-data/data/byteweight/elf-x86/gcc_binutils_32_O1_objdump.sample,1446644,019284024,20.8762
test-data/data/debian/buster/qt5-qmake-bin/usr_lib_qt5_bin_qmake.sample,3170087,041098458,80.6313
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O2_realpath.sample,0060936,000727730,0.6436
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O1_basename.sample,0027632,000375362,0.2756
test-data/data/byteweight/pe-x86/msvs_whatever_32_O2_libsodium.sample,0685293,043895690,97.7531
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O0_whoami.sample,0029376,000421668,0.2940
test-data/data/debian/buster/plasma-desktop/usr_lib_i386-linux-gnu_qt5_qml_org_kde_private_desktopcontainment_folder_libfolderplugin.so.sample,0421736,006614154,7.1250
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O2_sleep.sample,0029656,000378614,0.2463
test-data/data/debian/buster/plasma-desktop/usr_lib_i386-linux-gnu_qt5_plugins_kcm_formats.so.sample,0111356,001913234,1.7084
test-data/data/debian/buster/plasma-desktop/usr_lib_i386-linux-gnu_qt5_plugins_kcms_kcm_splashscreen.so.sample,0044868,000675924,0.4955
test-data/data/debian/buster/plasma-desktop/usr_lib_i386-linux-gnu_qt5_plugins_libkcm_device_automounter.so.sample,0088556,001734394,1.5857
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O3_cp.sample,0128336,002448190,2.1339
test-data/data/debian/buster/plasma-desktop/usr_lib_i386-linux-gnu_qt5_plugins_kcms_kcm_launchfeedback.so.sample,0053840,000948742,0.7892
test-data/data/byteweight/elf-x86/gcc_coreutils_32_O2_[.sample,0034468,000426358,0.2438
test-data/data/debian/buster/plasma-desktop/usr_lib_i386-linux-gnu_qt5_plugins_plasma_dataengine_plasma_engine_kimpanel.so.sample,0178504,002073796,1.7627
